"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21ur-6780",0,NA,NA,NA,NA,NA
"21ur-15404",0,NA,NA,NA,NA,NA
"21ur-6786",0,NA,NA,NA,NA,NA
"21ur-13042",0,NA,NA,NA,NA,NA
"21ur-10352",0,NA,NA,NA,NA,NA
"21ur-13497",0,NA,NA,NA,NA,NA
"21ur-13756",0,NA,NA,NA,NA,NA
"21ur-9838",0.0365225912889657,0,6.05106716782673,0,1,NA
"21ur-14834",0,NA,NA,NA,NA,NA
"21ur-10160",0.0347948928448057,0,6.05106716782673,0,1,NA
"21ur-11508",0,NA,NA,NA,NA,NA
"21ur-13728",0,NA,NA,NA,NA,NA
"21ur-8675",0,NA,NA,NA,NA,NA
"21ur-7665",0,NA,NA,NA,NA,NA
"21ur-10556",0,NA,NA,NA,NA,NA
"21ur-13311",0,NA,NA,NA,NA,NA
"21ur-8884",0,NA,NA,NA,NA,NA
"21ur-8282",0,NA,NA,NA,NA,NA
"21ur-9403",0.0365225912889657,0,6.05106716782673,0,1,NA
"21ur-9303",0.0713363378057892,0,6.05106716782673,0,1,NA
"21ur-12898",0.0330813400050765,0,6.05106716782673,0,1,NA
"21ur-13911",0,NA,NA,NA,NA,NA
"21ur-10997",0,NA,NA,NA,NA,NA
"21ur-6588",0,NA,NA,NA,NA,NA
"21ur-7206",0,NA,NA,NA,NA,NA
"21ur-8017",0,NA,NA,NA,NA,NA
"21ur-9846",0,NA,NA,NA,NA,NA
"21ur-8990",0,NA,NA,NA,NA,NA
"21ur-14450",0,NA,NA,NA,NA,NA
"21ur-7916",0,NA,NA,NA,NA,NA
"21ur-12287",0,NA,NA,NA,NA,NA
"21ur-7543",0.0483634711052207,-1.12751318800467,6.04371853827477,-0.186559513131551,0.852006013178416,NA
"21ur-11925",0,NA,NA,NA,NA,NA
"21ur-8746",0,NA,NA,NA,NA,NA
"21ur-14471",0,NA,NA,NA,NA,NA
"21ur-9039",0.067808920062178,0.61356826656404,6.05106716782673,0.1013983566116,0.919234240985725,NA
"21ur-9644",0,NA,NA,NA,NA,NA
"21ur-13578",0.169382775235336,-1.79507847776735,6.01468111022801,-0.298449484664249,0.765360125572261,NA
"21ur-8448",0,NA,NA,NA,NA,NA
"21ur-6772",0,NA,NA,NA,NA,NA
"21ur-10442",0.457145698779822,-1.55947492124754,3.12252675022943,-0.499427241458525,0.617478432029483,NA
"21ur-13731",0,NA,NA,NA,NA,NA
"21ur-8987",0,NA,NA,NA,NA,NA
"21ur-14701",0.134070269351411,0.565563385872977,6.05078708073792,0.0934693913909799,0.925530665348024,NA
"21ur-9958",0,NA,NA,NA,NA,NA
"21ur-5832",0,NA,NA,NA,NA,NA
"21ur-6672",0.041374573065657,0,6.05106716782673,0,1,NA
